objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards1397,,Women's Rifle Team. Company C. University of Idaho.,"Postcard of student members of the women's drill team on the University of Idaho campus in Moscow, Idaho. | University of Idaho's Company C (the ""C"" stood for calico). This women's drill team earned Idaho ROTC its first ""excellent"" rating in 1897.",,photographic postcard,,1897,universities (institutions); universities (buildings); buildings; campuses; trees; women; students; photographic postcards,"Moscow, Idaho","Industrial Litho, Inc.","Eugene, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"4x6, black and white postcard",Image;StillImage,multiple,eng,46.728908,-117.012404,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bs_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bs_th.jpg,,
nwpostcards1398,nwpostcards1397,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bs.jpg,pg_9_12_01bs,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bs.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bs_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bs_th.jpg,,
nwpostcards1399,nwpostcards1397,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bs_b.jpg,pg_9_12_01bs_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bs_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bs_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bs_b_th.jpg,,
nwpostcards1400,,"Scene at University of Idaho campus. Moscow, Idaho","Postcard of students and buildings on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1910,universities (institutions); universities (buildings); buildings; campuses; trees; students; men; women; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.724617,-117.009269,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bu_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bu_th.jpg,,
nwpostcards1401,nwpostcards1400,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bu.jpg,pg_9_12_01bu,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bu.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bu_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bu_th.jpg,,
nwpostcards1402,nwpostcards1400,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bu_b.jpg,pg_9_12_01bu_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bu_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bu_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bu_b_th.jpg,,
nwpostcards1420,,"Volcanic craters. Craters of the Moon, Idaho.",Postcard of volcanic craters at the Craters of the Moon National Monument in Idaho.,,photographic postcard,,1910,national monuments; extrusive rock; mountains; snow; photographic postcards,"Arco, Idaho; Craters of the Moon National Monument",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,43.441531,-113.558187,pg_9_11_01a.jpg,pg_9_11_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_11_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_11_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_11_01a_th.jpg,,
nwpostcards1423,,"Partial view of campus, University of Idaho.","Postcard of the University of Idaho in Moscow, Idaho. Donor: Bancroft Library Archives",,photographic postcard,,1900,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.729978,-117.002767,pg_9_12_01g.jpg,pg_9_12_01g,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01g.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01g_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01g_th.jpg,,
nwpostcards1425,,Ridenbaugh Hall. Girls Dormitory. University of Idaho.,"Postcard of a women's dormitory (now Ridenbaugh Hall) at the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; dormitories (buildings); photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.724556,-117.009271,pg_9_12_01i.jpg,pg_9_12_01i,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01i.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01i_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01i_th.jpg,,
nwpostcards1426,,"University of Idaho, Moscow, Idaho.","Postcard of various buildings on the University of Idaho campus in Moscow, Idaho, including the Gymnasium, Mining Mills, New Administration Building, Girls' Dormitory, and Agricultural College.",,photographic postcard,,1908,universities (institutions); universities (buildings); buildings; campuses; trees; dormitories (buildings); photographic postcards,"Moscow, Idaho",R.R. Sherfey,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"5.5x3.5, color postcard",Image;StillImage,image/jpeg,eng,46.726073,-117.009744,pg_9_12_01j.jpg,pg_9_12_01j,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01j.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01j_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01j_th.jpg,,
nwpostcards1427,,"Administration Building. University of Idaho. Moscow, Idaho.","Postcard of the Administration Building on the University of Idaho campus in Moscow, Idaho.",,picture postcard,,1907,universities (institutions); universities (buildings); buildings; campuses; trees; towers; picture postcards,"Moscow, Idaho",R. Hodgins,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"5.5x3.5, color postcard",Image;StillImage,image/jpeg,eng,46.726054,-117.009754,pg_9_12_01k.jpg,pg_9_12_01k,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01k.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01k_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01k_th.jpg,,
nwpostcards1428,,Ridenbaugh Hall. Girls Dormitory. University of Idaho.,"Postcard of a women's dormitory (now Ridenbaugh Hall) at the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; dormitories (buildings); photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.724845,-117.009596,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01m_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01m_th.jpg,,
nwpostcards1429,nwpostcards1428,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01m.jpg,pg_9_12_01m,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01m.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01m_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01m_th.jpg,,
nwpostcards1430,nwpostcards1428,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01m_b.jpg,pg_9_12_01m_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01m_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01m_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01m_b_th.jpg,,
nwpostcards1434,,Administration Building and campus. University of Idaho.,"Postcard of the Administration Building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; statues; water towers; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.726025,-117.009304,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01l_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01l_th.jpg,,
nwpostcards1435,nwpostcards1434,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01l.jpg,pg_9_12_01l,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01l.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01l_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01l_th.jpg,,
nwpostcards1436,nwpostcards1434,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01l_b.jpg,pg_9_12_01l_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01l_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01l_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01l_b_th.jpg,,
nwpostcards1437,,Gymnasium. University of Idaho. 5524.,"Postcard of the Gymnasium, now Art and Architecture South, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",C.U. Williams,"Bloomington, IL","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"5.5x3.5, color postcard",Image;StillImage,multiple,eng,46.726597,-117.011747,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01o_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01o_th.jpg,,
nwpostcards1438,nwpostcards1437,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01o.jpg,pg_9_12_01o,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01o.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01o_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01o_th.jpg,,
nwpostcards1439,nwpostcards1437,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01o_b.jpg,pg_9_12_01o_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01o_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01o_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01o_b_th.jpg,,
nwpostcards1501,,"The Gibraltar. Juliaetta, Idaho.","Postcard is a photograph of a large hill near Juliaetta, Idaho.",,photographic postcard,C.A. Porter,1910,mountains; hills; trees; utility poles; roads; photographic postcards,"Juliaetta, Idaho",,"Waterville, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.581135,-116.72292,pg_9_14_01.jpg,pg_9_14_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_14_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_14_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_14_01_th.jpg,,
nwpostcards1502,,"Sawtooth Mountains, Idaho. 667.","Postcard is of the Sawtooth Mountains near Stanley, Idaho.",,picture postcard,,1920,mountains; trees; snow; picture postcards,"Sawtooth Mountains, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,44.263273,-114.967318,pg_9_14_02.jpg,pg_9_14_02,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_14_02.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_14_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_14_02_th.jpg,,
nwpostcards1523,,Great Loop on the C. M. & St. P. R. R.,"Postcard of railroad tracks in a mountain pass. Possibly the Chicago, Milwaukee, St. Paul and Pacific Railroad (often referred to as the Milwaukee Road) in Idaho.",,picture postcard,,1920,railroads;  trains (vehicle groupings); mountains; trees; picture postcards,"Avery, Idaho",J.L. Robbins Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,47.227787,-115.267968,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_14_12a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_14_12a_th.jpg,,
